URLs,is_mp3,has_pagination,is_event
https://www.cgu.edu/events/category/student/week/2024-03-17/,False,False,True
https://www.cgu.edu/events/category/admissions/week/2024-10-02/,False,False,True
https://www.cgu.edu/events/tag/sldl/day/2024-07-17/,False,False,True
https://www.cgu.edu/events/category/arts/day/2024-09-12/,False,False,True
https://www.cgu.edu/events/category/student/day/2024-09-19/,False,False,True
https://www.cgu.edu/events/tag/sldl/day/2025-01-23/,False,False,True
https://www.cgu.edu/events/tag/sldl/day/2024-12-17/,False,False,True
https://www.cgu.edu/events/category/student/day/2024-05-21/,False,False,True
https://www.cgu.edu/events/week/2024-10-09/,False,False,True
https://www.cgu.edu/events/category/arts/day/2024-10-11/,False,False,True
https://www.cgu.edu/events/category/academic/day/2024-06-22/,False,False,True
https://www.cgu.edu/events/category/alumni/week/2025-04-04/,False,False,True
https://www.cgu.edu/events/tag/sldl/week/2024-03-17/,False,False,True
https://www.cgu.edu/events/category/academic/day/2024-07-14/,False,False,True
https://www.cgu.edu/events/category/arts/week/2024-06-02/,False,False,True
https://www.cgu.edu/events/category/career-event/day/2025-03-25/,False,False,True
https://www.cgu.edu/events/category/career-event/week/2024-06-11/,False,False,True
https://www.cgu.edu/events/category/arts/day/2024-05-23/,False,False,True
https://www.cgu.edu/events/tag/sldl/2024-06/,False,False,True
https://www.cgu.edu/events/category/admissions/day/2025-03-17/,False,False,True
https://www.cgu.edu/events/category/admissions/week/2025-04-08/,False,False,True
https://www.cgu.edu/events/category/career-event/2024-07/,False,False,True
https://www.cgu.edu/events/category/career-event/week/2024-03-24/,False,False,True
https://www.cgu.edu/events/category/student/day/2024-05-18/,False,False,True
https://www.cgu.edu/events/2024-08-21/,False,False,True
https://www.cgu.edu/events/category/arts/day/2024-12-17/,False,False,True
https://www.cgu.edu/events/category/arts/week/2024-12-02/,False,False,True
https://www.cgu.edu/events/category/student/week/2024-12-17/,False,False,True
https://www.cgu.edu/events/category/student/day/2024-05-08/,False,False,True
